[2022-02-25 11:59:41,730] multiqc                                            [DEBUG  ]  No MultiQC config found: /opt/conda/envs/nf-core-atacseq-1.2.1/lib/python3.7/site-packages/multiqc_config.yaml
[2022-02-25 12:00:29,262] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'C0_R1.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,263] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'IK4_R2.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,263] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'IK0_R2.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,263] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'IK4_R2.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,263] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'C24_R1.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,263] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'IK1_R2.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,263] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'C24_R2.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,263] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'C0_R2.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,263] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'IK0_R1.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,263] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'C1_R1.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,263] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'IK24_R1.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,263] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'C4_R1.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,263] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'IK24_R2.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,263] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'IK4_R1.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,263] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'IK0_R2.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,263] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'C0_R1.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,263] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'C24_R2.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,263] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'C4_R1.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,264] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'C24_R1.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,264] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'C0_R1_T2.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,265] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'IK4_R2_T1.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,267] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'IK1_R1_T2.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,268] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'IK1_R2_T1.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,269] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'IK0_R1_T2.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,271] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'C4_R1_T2.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,272] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'IK1_R1_T1.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,274] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'IK0_R1_T1.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,275] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'C4_R1_T1.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,277] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'C1_R1_T1.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,278] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'C0_R1_T1.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,279] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'IK24_R2_T1.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,281] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'IK4_R1_T1.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,282] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'IK24_R1_T1.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,284] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'C24_R1_T2.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,285] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'IK0_R2_T2.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,286] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'C4_R2_T2.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,288] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'C4_R2_T1.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,289] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'IK0_R2_T1.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,291] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'C1_R1_T2.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,292] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'IK4_R2_T2.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,294] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'C24_R1_T1.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,295] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'C1_R2_T1.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,297] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'IK1_R2_T2.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,298] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'IK24_R1_T2.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,300] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'IK4_R1_T2.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,301] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'C24_R2_T1.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,302] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'IK24_R2_T2.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,304] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'C1_R2_T2.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,306] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'C0_R2_T2.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,307] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'C24_R2_T2.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:29,309] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'C0_R2_T1.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-02-25 12:00:30,184] multiqc.modules.samtools.samtools                  [INFO   ]  Found 32 idxstats reports
[2022-02-25 12:00:30,187] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK24_R1.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,188] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting 'C24_R1.mLb.mkD.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,193] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK1_R2.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,193] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting 'IK24_R2.mLb.mkD.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,213] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting 'C0_R2.mLb.mkD.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,219] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK0_R1.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,219] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting 'IK24_R1.mLb.mkD.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,225] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK4_R1.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,225] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C0_R2.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,225] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK1_R1.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,225] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting 'C4_R2.mLb.mkD.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,232] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting 'C1_R1.mLb.mkD.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,240] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK0_R2.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,240] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK4_R2.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,240] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C4_R2.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,240] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting 'IK4_R1.mLb.mkD.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,244] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C24_R1.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,244] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C0_R1.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,244] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C1_R2.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,244] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting 'IK1_R1.mLb.mkD.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,249] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting 'IK4_R2.mLb.mkD.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,255] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting 'C1_R2.mLb.mkD.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,263] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting 'IK0_R2.mLb.mkD.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,271] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting 'IK1_R2.mLb.mkD.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,277] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK24_R2.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,277] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting 'C4_R1.mLb.mkD.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,283] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C4_R1.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,283] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting 'IK0_R1.mLb.mkD.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,289] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C24_R2.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,290] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting 'C24_R2.mLb.mkD.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,295] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C1_R1.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,295] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting 'C0_R1.mLb.mkD.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,302] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK1_R1_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,302] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C4_R1_T2.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,302] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C1_R1_T2.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,302] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C24_R2_T2.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,302] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK1_R2_T2.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,302] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C1_R1_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,302] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK1_R1_T2.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,302] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C0_R1_T2.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,303] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C4_R1_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,303] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK4_R1_T2.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,303] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK1_R2_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,303] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C24_R2_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,303] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C24_R1_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,303] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C0_R2_T2.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,303] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C0_R1_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,303] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK24_R2_T2.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,303] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK4_R2_T2.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,303] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C4_R2_T2.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,303] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C1_R2_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,303] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C1_R2_T2.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,303] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK4_R2_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,303] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK24_R1_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,303] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK24_R1_T2.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,303] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C24_R1_T2.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,303] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK4_R1_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,303] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK0_R2_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,304] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK0_R1_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,304] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK0_R1_T2.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,304] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C0_R2_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,304] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK24_R2_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,304] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C4_R2_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,304] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK0_R2_T2.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,382] multiqc.modules.samtools.samtools                  [INFO   ]  Found 16 stats reports
[2022-02-25 12:00:30,383] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Selecting 'C24_R1.mLb.mkD.sorted.bam.flagstat' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,389] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Selecting 'IK0_R1.mLb.mkD.sorted.bam.flagstat' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,390] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Selecting 'C0_R1.mLb.mkD.sorted.bam.flagstat' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,394] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK24_R1.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,394] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK24_R2.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,394] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Selecting 'IK24_R2.mLb.mkD.sorted.bam.flagstat' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,397] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C1_R2.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,397] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK4_R2.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,397] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Selecting 'IK1_R1.mLb.mkD.sorted.bam.flagstat' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,400] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Selecting 'IK24_R1.mLb.mkD.sorted.bam.flagstat' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,404] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK0_R2.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,404] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C4_R2.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
